Datum;von;Zeitzone von;bis;Zeitzone bis;Spotmarktpreis in ct/kWh;Strompreis [ct/kWh]
17.02.2023;07:00;CET;08:00;CET;12,265;20,6581848
17.02.2023;08:00;CET;09:00;CET;12,99;21,8793168
17.02.2023;09:00;CET;10:00;CET;11,452;19,28883264
17.02.2023;10:00;CET;11:00;CET;10,156;17,10595392
17.02.2023;11:00;CET;12:00;CET;9,196;15,48900672
17.02.2023;12:00;CET;13:00;CET;9,08;15,2936256
17.02.2023;13:00;CET;14:00;CET;6,763;11,39105616
17.02.2023;14:00;CET;15:00;CET;3,668;6,17808576
17.02.2023;15:00;CET;16:00;CET;3,371;5,67784272
17.02.2023;16:00;CET;17:00;CET;6,963;11,72792016
17.02.2023;17:00;CET;18:00;CET;7,992;13,46108544
17.02.2023;18:00;CET;19:00;CET;9,053;15,24814896
17.02.2023;19:00;CET;20:00;CET;8,505;14,3251416
17.02.2023;20:00;CET;21:00;CET;5,996;10,09918272
17.02.2023;21:00;CET;22:00;CET;4,69;7,8994608
17.02.2023;22:00;CET;23:00;CET;4,382;7,38069024
17.02.2023;23:00;CET;00:00;CET;2,222;3,74255904
18.02.2023;00:00;CET;01:00;CET;2,814;4,73967648
18.02.2023;01:00;CET;02:00;CET;3,644;6,13766208
18.02.2023;02:00;CET;03:00;CET;3,582;6,03323424
18.02.2023;03:00;CET;04:00;CET;4,441;7,48006512
18.02.2023;04:00;CET;05:00;CET;6,298;10,60784736
18.02.2023;05:00;CET;06:00;CET;7,01;11,8070832
18.02.2023;06:00;CET;07:00;CET;8,226;13,85521632
18.02.2023;07:00;CET;08:00;CET;9,337;15,72649584
18.02.2023;08:00;CET;09:00;CET;10,995;18,5190984
18.02.2023;09:00;CET;10:00;CET;11,492;19,35620544
18.02.2023;10:00;CET;11:00;CET;10,764;18,13002048
18.02.2023;11:00;CET;12:00;CET;10,28;17,3148096
18.02.2023;12:00;CET;13:00;CET;9,447;15,91177104
18.02.2023;13:00;CET;14:00;CET;8,329;14,02870128
18.02.2023;14:00;CET;15:00;CET;8,637;14,54747184
18.02.2023;15:00;CET;16:00;CET;9,66;16,2705312
18.02.2023;16:00;CET;17:00;CET;10,998;18,52415136
18.02.2023;17:00;CET;18:00;CET;12,88;21,6940416
18.02.2023;18:00;CET;19:00;CET;14,708;24,77297856
18.02.2023;19:00;CET;20:00;CET;14,995;25,2563784
18.02.2023;20:00;CET;21:00;CET;13,549;22,82085168
18.02.2023;21:00;CET;22:00;CET;12,064;20,31963648
18.02.2023;22:00;CET;23:00;CET;11,699;19,70485968
18.02.2023;23:00;CET;00:00;CET;11,366;19,14398112
19.02.2023;00:00;CET;01:00;CET;10,904;18,36582528
19.02.2023;01:00;CET;02:00;CET;10,412;17,53713984
19.02.2023;02:00;CET;03:00;CET;9,953;16,76403696
19.02.2023;03:00;CET;04:00;CET;9,3;15,664176
19.02.2023;04:00;CET;05:00;CET;9,255;15,5883816
19.02.2023;05:00;CET;06:00;CET;9,778;16,46928096
19.02.2023;06:00;CET;07:00;CET;9,85;16,590552
19.02.2023;07:00;CET;08:00;CET;10,777;18,15191664
19.02.2023;08:00;CET;09:00;CET;11,386;19,17766752
19.02.2023;09:00;CET;10:00;CET;11,832;19,92887424
19.02.2023;10:00;CET;11:00;CET;11,617;19,56674544
19.02.2023;11:00;CET;12:00;CET;11,387;19,17935184
19.02.2023;12:00;CET;13:00;CET;10,852;18,27824064
19.02.2023;13:00;CET;14:00;CET;10,118;17,04194976
19.02.2023;14:00;CET;15:00;CET;9,854;16,59728928
19.02.2023;15:00;CET;16:00;CET;10,77;18,1401264
19.02.2023;16:00;CET;17:00;CET;12,072;20,33311104
19.02.2023;17:00;CET;18:00;CET;14,111;23,76743952
19.02.2023;18:00;CET;19:00;CET;15,87;26,7301584
19.02.2023;19:00;CET;20:00;CET;15,838;26,67626016
19.02.2023;20:00;CET;21:00;CET;13,831;23,29582992
19.02.2023;21:00;CET;22:00;CET;12,71;21,4077072
19.02.2023;22:00;CET;23:00;CET;11,768;19,82107776
19.02.2023;23:00;CET;00:00;CET;9,485;15,9757752
20.02.2023;00:00;CET;01:00;CET;7,887;13,28423184
20.02.2023;01:00;CET;02:00;CET;5,106;8,60013792
20.02.2023;02:00;CET;03:00;CET;4,886;8,22958752
20.02.2023;03:00;CET;04:00;CET;3,4;5,726688
20.02.2023;04:00;CET;05:00;CET;2,913;4,90642416
20.02.2023;05:00;CET;06:00;CET;3,824;6,44083968
20.02.2023;06:00;CET;07:00;CET;7,23;12,1776336
20.02.2023;07:00;CET;08:00;CET;7,818;13,16801376
20.02.2023;08:00;CET;09:00;CET;7,575;12,758724
20.02.2023;09:00;CET;10:00;CET;4,992;8,40812544
20.02.2023;10:00;CET;11:00;CET;4,196;7,06740672
20.02.2023;11:00;CET;12:00;CET;2,393;4,03057776
20.02.2023;12:00;CET;13:00;CET;2,381;4,01036592
20.02.2023;13:00;CET;14:00;CET;2,201;3,70718832
20.02.2023;14:00;CET;15:00;CET;4,152;6,99329664
20.02.2023;15:00;CET;16:00;CET;5,234;8,81573088
20.02.2023;16:00;CET;17:00;CET;5,715;9,6258888
20.02.2023;17:00;CET;18:00;CET;9,499;15,99935568
20.02.2023;18:00;CET;19:00;CET;11,254;18,95533728
20.02.2023;19:00;CET;20:00;CET;10,904;18,36582528
20.02.2023;20:00;CET;21:00;CET;9,257;15,59175024
20.02.2023;21:00;CET;22:00;CET;8,773;14,77653936
20.02.2023;22:00;CET;23:00;CET;8,947;15,06961104
20.02.2023;23:00;CET;00:00;CET;6,864;11,56117248
21.02.2023;00:00;CET;01:00;CET;5,05;8,505816
21.02.2023;01:00;CET;02:00;CET;4,601;7,74955632
21.02.2023;02:00;CET;03:00;CET;4,776;8,04431232
21.02.2023;03:00;CET;04:00;CET;5,328;8,97405696
21.02.2023;04:00;CET;05:00;CET;6,915;11,6470728
21.02.2023;05:00;CET;06:00;CET;9,487;15,97914384
21.02.2023;06:00;CET;07:00;CET;12,767;21,50371344
21.02.2023;07:00;CET;08:00;CET;14,887;25,07447184
21.02.2023;08:00;CET;09:00;CET;15,396;25,93179072
21.02.2023;09:00;CET;10:00;CET;13,07;22,0140624
21.02.2023;10:00;CET;11:00;CET;12,924;21,76815168
21.02.2023;11:00;CET;12:00;CET;11,651;19,62401232
21.02.2023;12:00;CET;13:00;CET;11,253;18,95365296
21.02.2023;13:00;CET;14:00;CET;11,414;19,22482848
21.02.2023;14:00;CET;15:00;CET;11,93;20,0939376
21.02.2023;15:00;CET;16:00;CET;13,056;21,99048192
21.02.2023;16:00;CET;17:00;CET;14,899;25,09468368
21.02.2023;17:00;CET;18:00;CET;16,485;27,7660152
21.02.2023;18:00;CET;19:00;CET;17,813;30,00279216
21.02.2023;19:00;CET;20:00;CET;17,71;29,8293072
21.02.2023;20:00;CET;21:00;CET;17;28,63344
21.02.2023;21:00;CET;22:00;CET;15,88;26,7470016
21.02.2023;22:00;CET;23:00;CET;15,32;25,8037824
21.02.2023;23:00;CET;00:00;CET;14,258;24,01503456
22.02.2023;00:00;CET;01:00;CET;13,99;23,5636368
22.02.2023;01:00;CET;02:00;CET;12,853;21,64856496
22.02.2023;02:00;CET;03:00;CET;12,53;21,1045296
22.02.2023;03:00;CET;04:00;CET;12,853;21,64856496
22.02.2023;04:00;CET;05:00;CET;12,953;21,81699696
22.02.2023;05:00;CET;06:00;CET;13,919;23,44405008
22.02.2023;06:00;CET;07:00;CET;15,749;26,52635568
22.02.2023;07:00;CET;08:00;CET;17,313;29,16063216
22.02.2023;08:00;CET;09:00;CET;17,634;29,70129888
22.02.2023;09:00;CET;10:00;CET;16,455;27,7154856
22.02.2023;10:00;CET;11:00;CET;15,253;25,69093296
22.02.2023;11:00;CET;12:00;CET;13,699;23,07349968
22.02.2023;12:00;CET;13:00;CET;12,956;21,82204992
22.02.2023;13:00;CET;14:00;CET;12,918;21,75804576
22.02.2023;14:00;CET;15:00;CET;13,604;22,91348928
22.02.2023;15:00;CET;16:00;CET;15,091;25,41807312
22.02.2023;16:00;CET;17:00;CET;15,696;26,43708672
22.02.2023;17:00;CET;18:00;CET;16,501;27,79296432
22.02.2023;18:00;CET;19:00;CET;17,5;29,4756
22.02.2023;19:00;CET;20:00;CET;17,273;29,09325936
22.02.2023;20:00;CET;21:00;CET;16,206;27,29608992
22.02.2023;21:00;CET;22:00;CET;15,402;25,94189664
22.02.2023;22:00;CET;23:00;CET;14,96;25,1974272
22.02.2023;23:00;CET;00:00;CET;13,447;22,64905104
23.02.2023;00:00;CET;01:00;CET;13,468;22,68442176
23.02.2023;01:00;CET;02:00;CET;13,14;22,1319648
23.02.2023;02:00;CET;03:00;CET;12,9;21,727728
23.02.2023;03:00;CET;04:00;CET;12,478;21,01694496
23.02.2023;04:00;CET;05:00;CET;12,517;21,08263344
23.02.2023;05:00;CET;06:00;CET;12,993;21,88436976
23.02.2023;06:00;CET;07:00;CET;15,398;25,93515936
23.02.2023;07:00;CET;08:00;CET;17;28,63344
23.02.2023;08:00;CET;09:00;CET;17,808;29,99437056
23.02.2023;09:00;CET;10:00;CET;16,96;28,5660672
23.02.2023;10:00;CET;11:00;CET;15,459;26,03790288
23.02.2023;11:00;CET;12:00;CET;14,983;25,23616656
23.02.2023;12:00;CET;13:00;CET;14,222;23,95439904
23.02.2023;13:00;CET;14:00;CET;13,67;23,0246544
23.02.2023;14:00;CET;15:00;CET;13,53;22,7888496
23.02.2023;15:00;CET;16:00;CET;13,539;22,80400848
23.02.2023;16:00;CET;17:00;CET;13,954;23,50300128
23.02.2023;17:00;CET;18:00;CET;15,236;25,66229952
23.02.2023;18:00;CET;19:00;CET;16,522;27,82833504
23.02.2023;19:00;CET;20:00;CET;16,5;27,79128
23.02.2023;20:00;CET;21:00;CET;15,591;26,26023312
23.02.2023;21:00;CET;22:00;CET;15,114;25,45681248
23.02.2023;22:00;CET;23:00;CET;14,561;24,52538352
23.02.2023;23:00;CET;00:00;CET;13,146;22,14207072
24.02.2023;00:00;CET;01:00;CET;13,368;22,51598976
24.02.2023;01:00;CET;02:00;CET;11,818;19,90529376
24.02.2023;02:00;CET;03:00;CET;11,755;19,7991816
24.02.2023;03:00;CET;04:00;CET;11,476;19,32925632
24.02.2023;04:00;CET;05:00;CET;11,755;19,7991816
24.02.2023;05:00;CET;06:00;CET;11,723;19,74528336
24.02.2023;06:00;CET;07:00;CET;13,712;23,09539584
24.02.2023;07:00;CET;08:00;CET;15,505;26,1153816
24.02.2023;08:00;CET;09:00;CET;15,5;26,10696
24.02.2023;09:00;CET;10:00;CET;15,026;25,30859232
24.02.2023;10:00;CET;11:00;CET;13,143;22,13701776
24.02.2023;11:00;CET;12:00;CET;10,902;18,36245664
24.02.2023;12:00;CET;13:00;CET;11,276;18,99239232
24.02.2023;13:00;CET;14:00;CET;10,788;18,17044416
24.02.2023;14:00;CET;15:00;CET;10,149;17,09416368
24.02.2023;15:00;CET;16:00;CET;10,908;18,37256256
24.02.2023;16:00;CET;17:00;CET;11,049;18,61005168
24.02.2023;17:00;CET;18:00;CET;11,969;20,15962608
24.02.2023;18:00;CET;19:00;CET;13,641;22,97580912
24.02.2023;19:00;CET;20:00;CET;11,696;19,69980672
24.02.2023;20:00;CET;21:00;CET;9,135;15,3862632
24.02.2023;21:00;CET;22:00;CET;10,461;17,61967152
24.02.2023;22:00;CET;23:00;CET;9,313;15,68607216
24.02.2023;23:00;CET;00:00;CET;7,858;13,23538656
25.02.2023;00:00;CET;01:00;CET;9,055;15,2515176
25.02.2023;01:00;CET;02:00;CET;8,314;14,00343648
25.02.2023;02:00;CET;03:00;CET;7,893;13,29433776
25.02.2023;03:00;CET;04:00;CET;7,523;12,67113936
25.02.2023;04:00;CET;05:00;CET;8,203;13,81647696
25.02.2023;05:00;CET;06:00;CET;7,797;13,13264304
25.02.2023;06:00;CET;07:00;CET;7,677;12,93052464
25.02.2023;07:00;CET;08:00;CET;8,447;14,22745104
25.02.2023;08:00;CET;09:00;CET;8,989;15,14035248
25.02.2023;09:00;CET;10:00;CET;8,702;14,65695264
25.02.2023;10:00;CET;11:00;CET;7,44;12,5313408
25.02.2023;11:00;CET;12:00;CET;6,517;10,97671344
25.02.2023;12:00;CET;13:00;CET;5,943;10,00991376
25.02.2023;13:00;CET;14:00;CET;4,49;7,5625968
25.02.2023;14:00;CET;15:00;CET;6,268;10,55731776
25.02.2023;15:00;CET;16:00;CET;8,185;13,7861592
25.02.2023;16:00;CET;17:00;CET;9,654;16,26042528
25.02.2023;17:00;CET;18:00;CET;12,34;20,7845088
25.02.2023;18:00;CET;19:00;CET;13,648;22,98759936
25.02.2023;19:00;CET;20:00;CET;13,085;22,0393272
25.02.2023;20:00;CET;21:00;CET;11,664;19,64590848
25.02.2023;21:00;CET;22:00;CET;10,227;17,22554064
25.02.2023;22:00;CET;23:00;CET;11,493;19,35788976
25.02.2023;23:00;CET;00:00;CET;10,743;18,09464976
26.02.2023;00:00;CET;01:00;CET;10,639;17,91948048
26.02.2023;01:00;CET;02:00;CET;10,294;17,33839008
26.02.2023;02:00;CET;03:00;CET;10,277;17,30975664
26.02.2023;03:00;CET;04:00;CET;10,626;17,89758432
26.02.2023;04:00;CET;05:00;CET;10,41;17,5337712
26.02.2023;05:00;CET;06:00;CET;10,554;17,77631328
26.02.2023;06:00;CET;07:00;CET;10,704;18,02896128
26.02.2023;07:00;CET;08:00;CET;10,955;18,4517256
26.02.2023;08:00;CET;09:00;CET;10,902;18,36245664
26.02.2023;09:00;CET;10:00;CET;10,554;17,77631328
26.02.2023;10:00;CET;11:00;CET;9,734;16,39517088
26.02.2023;11:00;CET;12:00;CET;9,294;15,65407008
26.02.2023;12:00;CET;13:00;CET;8,5;14,31672
26.02.2023;13:00;CET;14:00;CET;5,5;9,26376
26.02.2023;14:00;CET;15:00;CET;5,528;9,31092096
26.02.2023;15:00;CET;16:00;CET;8,504;14,32345728
26.02.2023;16:00;CET;17:00;CET;9,892;16,66129344
26.02.2023;17:00;CET;18:00;CET;12,99;21,8793168
26.02.2023;18:00;CET;19:00;CET;15,37;25,8879984
26.02.2023;19:00;CET;20:00;CET;15,691;26,42866512
26.02.2023;20:00;CET;21:00;CET;15,364;25,87789248
26.02.2023;21:00;CET;22:00;CET;14,164;23,85670848
26.02.2023;22:00;CET;23:00;CET;13,829;23,29246128
26.02.2023;23:00;CET;00:00;CET;13,298;22,39808736
27.02.2023;00:00;CET;01:00;CET;12,283;20,68850256
27.02.2023;01:00;CET;02:00;CET;13,291;22,38629712
27.02.2023;02:00;CET;03:00;CET;13,29;22,3846128
27.02.2023;03:00;CET;04:00;CET;12,503;21,05905296
27.02.2023;04:00;CET;05:00;CET;12,007;20,22363024
27.02.2023;05:00;CET;06:00;CET;13,983;23,55184656
27.02.2023;06:00;CET;07:00;CET;16,423;27,66158736
27.02.2023;07:00;CET;08:00;CET;18,666;31,43951712
27.02.2023;08:00;CET;09:00;CET;18,695;31,4883624
27.02.2023;09:00;CET;10:00;CET;16,657;28,05571824
27.02.2023;10:00;CET;11:00;CET;15,291;25,75493712
27.02.2023;11:00;CET;12:00;CET;13,587;22,88485584
27.02.2023;12:00;CET;13:00;CET;13,859;23,34299088
27.02.2023;13:00;CET;14:00;CET;13,552;22,82590464
27.02.2023;14:00;CET;15:00;CET;13,151;22,15049232
27.02.2023;15:00;CET;16:00;CET;13,22;22,2667104
27.02.2023;16:00;CET;17:00;CET;15,345;25,8458904
27.02.2023;17:00;CET;18:00;CET;17,069;28,74965808
27.02.2023;18:00;CET;19:00;CET;19,001;32,00376432
27.02.2023;19:00;CET;20:00;CET;19,815;33,3748008
27.02.2023;20:00;CET;21:00;CET;17,449;29,38969968
27.02.2023;21:00;CET;22:00;CET;16,03;26,9996496
27.02.2023;22:00;CET;23:00;CET;15,346;25,84757472
27.02.2023;23:00;CET;00:00;CET;14,946;25,17384672
28.02.2023;00:00;CET;01:00;CET;13,4;22,569888
28.02.2023;01:00;CET;02:00;CET;12,482;21,02368224
28.02.2023;02:00;CET;03:00;CET;12,383;20,85693456
28.02.2023;03:00;CET;04:00;CET;12,459;20,98494288
28.02.2023;04:00;CET;05:00;CET;12,625;21,26454
28.02.2023;05:00;CET;06:00;CET;14,141;23,81796912
28.02.2023;06:00;CET;07:00;CET;16,247;27,36514704
28.02.2023;07:00;CET;08:00;CET;17,799;29,97921168
28.02.2023;08:00;CET;09:00;CET;18,604;31,33508928
28.02.2023;09:00;CET;10:00;CET;16,031;27,00133392
28.02.2023;10:00;CET;11:00;CET;13,038;21,96016416
28.02.2023;11:00;CET;12:00;CET;12,42;20,9192544
28.02.2023;12:00;CET;13:00;CET;11,671;19,65769872
28.02.2023;13:00;CET;14:00;CET;11,919;20,07541008
28.02.2023;14:00;CET;15:00;CET;12,341;20,78619312
28.02.2023;15:00;CET;16:00;CET;13,32;22,4351424
28.02.2023;16:00;CET;17:00;CET;15,442;26,00926944
28.02.2023;17:00;CET;18:00;CET;17,313;29,16063216
28.02.2023;18:00;CET;19:00;CET;19,387;32,65391184
28.02.2023;19:00;CET;20:00;CET;19,378;32,63875296
28.02.2023;20:00;CET;21:00;CET;17,489;29,45707248
28.02.2023;21:00;CET;22:00;CET;15,827;26,65773264
28.02.2023;22:00;CET;23:00;CET;15,378;25,90147296
28.02.2023;23:00;CET;00:00;CET;14,214;23,94092448
01.03.2023;00:00;CET;01:00;CET;13,308;22,41493056
01.03.2023;01:00;CET;02:00;CET;12,546;21,13147872
01.03.2023;02:00;CET;03:00;CET;12,496;21,04726272
01.03.2023;03:00;CET;04:00;CET;12,766;21,50202912
01.03.2023;04:00;CET;05:00;CET;13,058;21,99385056
01.03.2023;05:00;CET;06:00;CET;14,135;23,8078632
01.03.2023;06:00;CET;07:00;CET;16,345;27,5302104
01.03.2023;07:00;CET;08:00;CET;18,603;31,33340496
01.03.2023;08:00;CET;09:00;CET;18,603;31,33340496
01.03.2023;09:00;CET;10:00;CET;15,29;25,7532528
01.03.2023;10:00;CET;11:00;CET;12,669;21,33865008
01.03.2023;11:00;CET;12:00;CET;11,872;19,99624704
01.03.2023;12:00;CET;13:00;CET;11,579;19,50274128
01.03.2023;13:00;CET;14:00;CET;11,412;19,22145984
01.03.2023;14:00;CET;15:00;CET;11,609;19,55327088
01.03.2023;15:00;CET;16:00;CET;12,281;20,68513392
01.03.2023;16:00;CET;17:00;CET;13,546;22,81579872
01.03.2023;17:00;CET;18:00;CET;16,274;27,41062368
01.03.2023;18:00;CET;19:00;CET;18,369;30,93927408
01.03.2023;19:00;CET;20:00;CET;18,248;30,73547136
01.03.2023;20:00;CET;21:00;CET;16,274;27,41062368
01.03.2023;21:00;CET;22:00;CET;14,485;24,3973752
01.03.2023;22:00;CET;23:00;CET;14,205;23,9257656
01.03.2023;23:00;CET;00:00;CET;13,151;22,15049232
02.03.2023;00:00;CET;01:00;CET;12,582;21,19211424
02.03.2023;01:00;CET;02:00;CET;12,857;21,65530224
02.03.2023;02:00;CET;03:00;CET;13,003;21,90121296
02.03.2023;03:00;CET;04:00;CET;13,147;22,14375504
02.03.2023;04:00;CET;05:00;CET;13,001;21,89784432
02.03.2023;05:00;CET;06:00;CET;13,558;22,83601056
02.03.2023;06:00;CET;07:00;CET;16,499;27,78959568
02.03.2023;07:00;CET;08:00;CET;18,111;30,50471952
02.03.2023;08:00;CET;09:00;CET;17,762;29,91689184
02.03.2023;09:00;CET;10:00;CET;14,144;23,82302208
02.03.2023;10:00;CET;11:00;CET;12,436;20,94620352
02.03.2023;11:00;CET;12:00;CET;11,679;19,67117328
02.03.2023;12:00;CET;13:00;CET;11,539;19,43536848
02.03.2023;13:00;CET;14:00;CET;11,364;19,14061248
02.03.2023;14:00;CET;15:00;CET;11,769;19,82276208
02.03.2023;15:00;CET;16:00;CET;12,862;21,66372384
02.03.2023;16:00;CET;17:00;CET;15,264;25,70946048
02.03.2023;17:00;CET;18:00;CET;16,638;28,02371616
02.03.2023;18:00;CET;19:00;CET;18,491;31,14476112
02.03.2023;19:00;CET;20:00;CET;18,413;31,01338416
02.03.2023;20:00;CET;21:00;CET;16,343;27,52684176
02.03.2023;21:00;CET;22:00;CET;15,931;26,83290192
02.03.2023;22:00;CET;23:00;CET;14,953;25,18563696
02.03.2023;23:00;CET;00:00;CET;13,99;23,5636368
03.03.2023;00:00;CET;01:00;CET;14,03;23,6310096
03.03.2023;01:00;CET;02:00;CET;13,018;21,92647776
03.03.2023;02:00;CET;03:00;CET;13,059;21,99553488
03.03.2023;03:00;CET;04:00;CET;12,843;21,63172176
03.03.2023;04:00;CET;05:00;CET;12,778;21,52224096
03.03.2023;05:00;CET;06:00;CET;13,5;22,73832
03.03.2023;06:00;CET;07:00;CET;16,219;27,31798608
03.03.2023;07:00;CET;08:00;CET;18,703;31,50183696
03.03.2023;08:00;CET;09:00;CET;19,539;32,90992848
03.03.2023;09:00;CET;10:00;CET;16,648;28,04055936
03.03.2023;10:00;CET;11:00;CET;13,112;22,08480384
03.03.2023;11:00;CET;12:00;CET;12,301;20,71882032
03.03.2023;12:00;CET;13:00;CET;11,469;19,31746608
03.03.2023;13:00;CET;14:00;CET;11,21;18,8812272
03.03.2023;14:00;CET;15:00;CET;11,089;18,67742448
03.03.2023;15:00;CET;16:00;CET;11,469;19,31746608
03.03.2023;16:00;CET;17:00;CET;12,931;21,77994192
03.03.2023;17:00;CET;18:00;CET;15,598;26,27202336
03.03.2023;18:00;CET;19:00;CET;16,5;27,79128
03.03.2023;19:00;CET;20:00;CET;15,294;25,75999008
03.03.2023;20:00;CET;21:00;CET;13,331;22,45366992
03.03.2023;21:00;CET;22:00;CET;12,22;20,5823904
03.03.2023;22:00;CET;23:00;CET;11,209;18,87954288
03.03.2023;23:00;CET;00:00;CET;10,163;17,11774416
04.03.2023;00:00;CET;01:00;CET;10,827;18,23613264
04.03.2023;01:00;CET;02:00;CET;9,586;16,14589152
04.03.2023;02:00;CET;03:00;CET;9,218;15,52606176
04.03.2023;03:00;CET;04:00;CET;9,796;16,49959872
04.03.2023;04:00;CET;05:00;CET;9,769;16,45412208
04.03.2023;05:00;CET;06:00;CET;9,698;16,33453536
04.03.2023;06:00;CET;07:00;CET;9,41;15,8494512
04.03.2023;07:00;CET;08:00;CET;9,882;16,64445024
04.03.2023;08:00;CET;09:00;CET;10,069;16,95941808
04.03.2023;09:00;CET;10:00;CET;9,689;16,31937648
04.03.2023;10:00;CET;11:00;CET;9,704;16,34464128
04.03.2023;11:00;CET;12:00;CET;9,471;15,95219472
04.03.2023;12:00;CET;13:00;CET;8,937;15,05276784
04.03.2023;13:00;CET;14:00;CET;9,126;15,37110432
04.03.2023;14:00;CET;15:00;CET;9,535;16,0599912
04.03.2023;15:00;CET;16:00;CET;10,177;17,14132464
04.03.2023;16:00;CET;17:00;CET;10,69;18,0053808
04.03.2023;17:00;CET;18:00;CET;14;23,58048
04.03.2023;18:00;CET;19:00;CET;15,166;25,54439712
04.03.2023;19:00;CET;20:00;CET;14,5;24,42264
04.03.2023;20:00;CET;21:00;CET;13,868;23,35814976
04.03.2023;21:00;CET;22:00;CET;11,771;19,82613072
04.03.2023;22:00;CET;23:00;CET;12,102;20,38364064
04.03.2023;23:00;CET;00:00;CET;10,941;18,42814512
05.03.2023;00:00;CET;01:00;CET;10,753;18,11149296
05.03.2023;01:00;CET;02:00;CET;10,625;17,8959
05.03.2023;02:00;CET;03:00;CET;10,555;17,7779976
05.03.2023;03:00;CET;04:00;CET;10,684;17,99527488
05.03.2023;04:00;CET;05:00;CET;10,499;17,68367568
05.03.2023;05:00;CET;06:00;CET;10,581;17,82178992
05.03.2023;06:00;CET;07:00;CET;10,594;17,84368608
05.03.2023;07:00;CET;08:00;CET;10,839;18,25634448
05.03.2023;08:00;CET;09:00;CET;10,772;18,14349504
05.03.2023;09:00;CET;10:00;CET;10,773;18,14517936
05.03.2023;10:00;CET;11:00;CET;10,518;17,71567776
05.03.2023;11:00;CET;12:00;CET;10,755;18,1148616
05.03.2023;12:00;CET;13:00;CET;11,025;18,569628
05.03.2023;13:00;CET;14:00;CET;10,773;18,14517936
05.03.2023;14:00;CET;15:00;CET;11,022;18,56457504
05.03.2023;15:00;CET;16:00;CET;11,514;19,39326048
05.03.2023;16:00;CET;17:00;CET;12,937;21,79004784
05.03.2023;17:00;CET;18:00;CET;14,514;24,44622048
05.03.2023;18:00;CET;19:00;CET;16,667;28,07256144
05.03.2023;19:00;CET;20:00;CET;17,237;29,03262384
05.03.2023;20:00;CET;21:00;CET;16,023;26,98785936
05.03.2023;21:00;CET;22:00;CET;15,249;25,68419568
05.03.2023;22:00;CET;23:00;CET;14,366;24,19694112
05.03.2023;23:00;CET;00:00;CET;13,013;21,91805616
06.03.2023;00:00;CET;01:00;CET;13,61;22,9235952
06.03.2023;01:00;CET;02:00;CET;12,509;21,06915888
06.03.2023;02:00;CET;03:00;CET;12,331;20,76934992
06.03.2023;03:00;CET;04:00;CET;12,312;20,73734784
06.03.2023;04:00;CET;05:00;CET;12,375;20,84346
06.03.2023;05:00;CET;06:00;CET;13,744;23,14929408
06.03.2023;06:00;CET;07:00;CET;15,98;26,9154336
06.03.2023;07:00;CET;08:00;CET;18,5;31,15992
06.03.2023;08:00;CET;09:00;CET;21,709;36,56490288
06.03.2023;09:00;CET;10:00;CET;18,835;31,7241672
06.03.2023;10:00;CET;11:00;CET;17,026;28,67723232
06.03.2023;11:00;CET;12:00;CET;16,084;27,09060288
06.03.2023;12:00;CET;13:00;CET;14,992;25,25132544
06.03.2023;13:00;CET;14:00;CET;14,495;24,4142184
06.03.2023;14:00;CET;15:00;CET;14,43;24,3047376
06.03.2023;15:00;CET;16:00;CET;14,578;24,55401696
06.03.2023;16:00;CET;17:00;CET;15,2;25,601664
06.03.2023;17:00;CET;18:00;CET;16,201;27,28766832
06.03.2023;18:00;CET;19:00;CET;18,486;31,13633952
06.03.2023;19:00;CET;20:00;CET;17,461;29,40991152
06.03.2023;20:00;CET;21:00;CET;14,795;24,9195144
06.03.2023;21:00;CET;22:00;CET;13,039;21,96184848
06.03.2023;22:00;CET;23:00;CET;12,065;20,3213208
06.03.2023;23:00;CET;00:00;CET;10,858;18,28834656
07.03.2023;00:00;CET;01:00;CET;9,806;16,51644192
07.03.2023;01:00;CET;02:00;CET;9,426;15,87640032
07.03.2023;02:00;CET;03:00;CET;8,5;14,31672
07.03.2023;03:00;CET;04:00;CET;7,896;13,29939072
07.03.2023;04:00;CET;05:00;CET;7,852;13,22528064
07.03.2023;05:00;CET;06:00;CET;8,557;14,41272624
07.03.2023;06:00;CET;07:00;CET;9,871;16,62592272
07.03.2023;07:00;CET;08:00;CET;9,957;16,77077424
07.03.2023;08:00;CET;09:00;CET;10,559;17,78473488
07.03.2023;09:00;CET;10:00;CET;9,192;15,48226944
07.03.2023;10:00;CET;11:00;CET;9,386;15,80902752
07.03.2023;11:00;CET;12:00;CET;9,426;15,87640032
07.03.2023;12:00;CET;13:00;CET;8,757;14,74959024
07.03.2023;13:00;CET;14:00;CET;9,386;15,80902752
07.03.2023;14:00;CET;15:00;CET;9,507;16,01283024
07.03.2023;15:00;CET;16:00;CET;9,76;16,4389632
07.03.2023;16:00;CET;17:00;CET;10,922;18,39614304
07.03.2023;17:00;CET;18:00;CET;14,297;24,08072304
07.03.2023;18:00;CET;19:00;CET;16,408;27,63632256
07.03.2023;19:00;CET;20:00;CET;14,391;24,23904912
07.03.2023;20:00;CET;21:00;CET;15,214;25,62524448
07.03.2023;21:00;CET;22:00;CET;13,643;22,97917776
07.03.2023;22:00;CET;23:00;CET;12,221;20,58407472
07.03.2023;23:00;CET;00:00;CET;11,549;19,45221168
08.03.2023;00:00;CET;01:00;CET;11,43;19,2517776
